STT,Tên,Repo,Sao,License,Loại license,Mô tả,Nhóm,Kết luận,Lý do (tự động),Độ tin,Link
221,Install-OpenCV,jayrambhia/Install-OpenCV,1042,—,Không rõ,shell scripts to install different version of OpenCV in different distributions of Linux,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/jayrambhia/Install-OpenCV
222,opencvsharp,shimat/opencvsharp,6040,Apache-2.0,Mở,OpenCV wrapper for .NET,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/shimat/opencvsharp
223,openai-node,openai/openai-node,11050,Apache-2.0,Mở,Official JavaScript / TypeScript library for the OpenAI API,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/openai/openai-node
224,OpenLineage,OpenLineage/OpenLineage,2552,Apache-2.0,Mở,An Open Standard for lineage metadata collection,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/OpenLineage/OpenLineage
225,OpenJSCAD.org,jscad/OpenJSCAD.org,3209,MIT,Mở,"JSCAD is an open source set of modular, browser and command line tools for creating parametric 2D and 3D designs with JavaScript code. It provides a quick, precise and reproducible method for generati",C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/jscad/OpenJSCAD.org
226,OpenTabletDriver,OpenTabletDriver/OpenTabletDriver,3949,LGPL-3.0,Copyleft,"Open source, cross-platform, user-mode tablet driver",C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/OpenTabletDriver/OpenTabletDriver
227,openwhisk,apache/openwhisk,6789,Apache-2.0,Mở,Apache OpenWhisk is an open source serverless cloud platform,A,Dựng cho CEO,Web-app + license mở (bán lại thoải mái),Vừa,https://github.com/apache/openwhisk
228,OpenNI,OpenNI/OpenNI,1393,Apache-2.0,Mở,OpenNI,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/OpenNI/OpenNI
229,OpenCPN,OpenCPN/OpenCPN,1463,GPL-2.0,Copyleft,A concise ChartPlotter/Navigator. A cross-platform ship-borne GUI application supporting * GPS/GPDS Postition Input * BSB Raster Chart Display * S57 Vector ENChart Display * AIS Input Decoding * Waypo,A,Dựng cho CEO,"Web-app + copyleft (per-tenant OK, không giấu mã)",Vừa,https://github.com/OpenCPN/OpenCPN
230,OpenCat-Quadruped-Robot,PetoiCamp/OpenCat-Quadruped-Robot,4946,MIT,Mở,"An open source quadruped robot pet framework for developing Boston Dynamics-style four-legged robots that are perfect for STEM, coding & robotics education, IoT robotics applications, AI-enhanced robo",C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/PetoiCamp/OpenCat-Quadruped-Robot
231,OpenSees,OpenSees/OpenSees,791,NOASSERTION,Không rõ,OpenSees Source Code Repository,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/OpenSees/OpenSees
232,OpenCV-Face-Recognition,Mjrovai/OpenCV-Face-Recognition,1348,—,Không rõ,Real-time face recognition project with OpenCV and Python,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/Mjrovai/OpenCV-Face-Recognition
233,OpenRGB,CalcProgrammer1/OpenRGB,4222,GPL-2.0,Copyleft,"Open source RGB lighting control that doesn't depend on manufacturer software. Supports Windows, Linux, MacOS.  Mirror of https://gitlab.com/CalcProgrammer1/OpenRGB.  Releases can be found on GitLab.",?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/CalcProgrammer1/OpenRGB
234,openebs,openebs/openebs,9786,Apache-2.0,Mở,A popular & widely deployed Open Source Container Native Storage platform for Stateful Persistent Applications on Kubernetes.,A,Dựng cho CEO,Web-app + license mở (bán lại thoải mái),Vừa,https://github.com/openebs/openebs
235,OpenCVForAndroid,kongqw/OpenCVForAndroid,2226,—,Không rõ,目标检测&目标追踪&人脸检测&人脸识别,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/kongqw/OpenCVForAndroid
236,NDK_OpenGLES_3_0,githubhaohao/NDK_OpenGLES_3_0,3172,Apache-2.0,Mở,Android OpenGL ES 3.0 从入门到精通系统性学习教程 ( OpenGL ES 3.X Systematic Learning Tutorials),C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/githubhaohao/NDK_OpenGLES_3_0
237,openwiki,langchain-ai/openwiki,12610,MIT,Mở,OpenWiki is a CLI that writes and maintains agent documentation for your codebase.,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/langchain-ai/openwiki
238,OpenOutreach,eracle/OpenOutreach,2483,NOASSERTION,Không rõ,Agentic Email Automation Tool: Describe your product. Define your target market. The AI finds the leads for you.,B,Lưu ý license,Web-app nhưng license không rõ — kiểm tay,Thấp,https://github.com/eracle/OpenOutreach
239,open-codesign,OpenCoworkAI/open-codesign,7329,MIT,Mở,"Open-source Claude Design alternative. One-click import your Claude Code / Codex API key. Prompt → prototype / slides / PDF. Multi-model (Claude, GPT, Gemini, Kimi, GLM, Ollama). BYOK, local-first, MI",?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/OpenCoworkAI/open-codesign
240,open-canvas,langchain-ai/open-canvas,5492,MIT,Mở,"📃 A better UX for chat, writing content, and coding with LLMs.",A,Dựng cho CEO,Web-app + license mở (bán lại thoải mái),Vừa,https://github.com/langchain-ai/open-canvas
241,OpenBullet2,openbullet/OpenBullet2,2364,MIT,Mở,OpenBullet reinvented,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/openbullet/OpenBullet2
242,OpenGpt,futantan/OpenGpt,3899,GPL-3.0,Copyleft,Create your own ChatGPT App in seconds.,A,Dựng cho CEO,"Web-app + copyleft (per-tenant OK, không giấu mã)",Vừa,https://github.com/futantan/OpenGpt
243,opentsdb,OpenTSDB/opentsdb,5066,LGPL-2.1,Copyleft,"A scalable, distributed Time Series Database.",?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/OpenTSDB/opentsdb
244,openScale,oliexdev/openScale,2435,GPL-3.0,Copyleft,"Open-source weight and body metrics tracker, with support for Bluetooth scales",A,Dựng cho CEO,"Web-app + copyleft (per-tenant OK, không giấu mã)",Vừa,https://github.com/oliexdev/openScale
245,open-pixel-art,twilio-labs/open-pixel-art,619,MIT,Mở,A collaborative pixel art project to teach people how to contribute to open-source,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/twilio-labs/open-pixel-art
246,OpenNMT,OpenNMT/OpenNMT,2387,MIT,Mở,Open Source Neural Machine Translation in Torch (deprecated),?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/OpenNMT/OpenNMT
247,openevolve,algorithmicsuperintelligence/openevolve,6757,Apache-2.0,Mở,Open-source implementation of AlphaEvolve,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/algorithmicsuperintelligence/openevolve
248,openmw,OpenMW/openmw,6446,GPL-3.0,Copyleft,OpenMW is an open-source open-world RPG game engine that supports playing Morrowind. Main repo and issue tracker can be found here: https://gitlab.com/OpenMW/openmw/,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/OpenMW/openmw
249,Welcome-to-Open-Source,alisolanki/Welcome-to-Open-Source,3821,—,Không rõ,Make your first PR request! And enter the world of Open Source Contributions 🍉,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/alisolanki/Welcome-to-Open-Source
250,openllmetry,traceloop/openllmetry,7312,Apache-2.0,Mở,"Open-source observability for your GenAI or LLM application, based on OpenTelemetry",A,Dựng cho CEO,Web-app + license mở (bán lại thoải mái),Vừa,https://github.com/traceloop/openllmetry
251,openssh-portable,openssh/openssh-portable,3909,NOASSERTION,Không rõ,Portable OpenSSH,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/openssh/openssh-portable
252,opengapps,opengapps/opengapps,5965,NOASSERTION,Không rõ,The main repository of the Open GApps Project,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/opengapps/opengapps
253,OpenClawInstaller,miaoxworld/OpenClawInstaller,3435,—,Không rõ,ClawdBot 一键部署工具,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/miaoxworld/OpenClawInstaller
254,openbrowser,ntegrals/openbrowser,9496,MIT,Mở,Let AI agents browse the web. An autonomous toolkit for browser-based AI agents.,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/ntegrals/openbrowser
255,OpenSSL-for-iPhone,x2on/OpenSSL-for-iPhone,2531,Apache-2.0,Mở,"A script for compiling OpenSSL for iOS Devices (iPhone, iPad, Watch, iPod Touch, AppleTV, MacCatalyst)",?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/x2on/OpenSSL-for-iPhone
256,Learning-OpenCV-3_examples,oreillymedia/Learning-OpenCV-3_examples,2267,—,Không rõ,,C,Không đẩy VPS,Không mô tả / không rõ là ứng dụng,Thấp,https://github.com/oreillymedia/Learning-OpenCV-3_examples
257,openv0,nraiden/openv0,3948,MIT,Mở,AI generated UI components,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/nraiden/openv0
258,OpenComputers,MightyPirates/OpenComputers,1728,NOASSERTION,Không rõ,Home of the OpenComputers mod for Minecraft.,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/MightyPirates/OpenComputers
259,openreplay,openreplay/openreplay,12253,NOASSERTION,Không rõ,"Session replay, cobrowsing and product analytics you can self-host. Best for reproducing issues and iterating on your product.",A,Dựng cho CEO,"Session replay/analytics, Docker, AGPL (đã kiểm)",Cao,https://github.com/openreplay/openreplay
260,Openfire,igniterealtime/Openfire,3042,Apache-2.0,Mở,An XMPP server licensed under the Open Source Apache License.,A,Dựng cho CEO,"Máy chủ chat XMPP, Docker, Apache-2.0 (đã kiểm)",Cao,https://github.com/igniterealtime/Openfire
261,open-data,hudl/open-data,3458,NOASSERTION,Không rõ,Free football data from StatsBomb,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/hudl/open-data
262,OpenGame,leigest519/OpenGame,2728,Apache-2.0,Mở,OpenGame: Open Agentic Coding for Games,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/leigest519/OpenGame
263,OpenDDS,OpenDDS/OpenDDS,1509,NOASSERTION,Không rõ,OpenDDS is an open source C++ implementation of the Object Management Group (OMG) Data Distribution Service (DDS). OpenDDS also supports Java bindings through JNI.,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/OpenDDS/OpenDDS
264,OpenEnv,huggingface/OpenEnv,2437,BSD-3-Clause,Mở,An interface library for RL post training with environments.,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/huggingface/OpenEnv
265,OpenLens,MuhammedKalkan/OpenLens,4431,—,Không rõ,OpenLens Binary Build Repository,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/MuhammedKalkan/OpenLens
266,OpenNE,thunlp/OpenNE,1705,MIT,Mở,An Open-Source Package for Network Embedding (NE),C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/thunlp/OpenNE
267,open-agents,vercel-labs/open-agents,5742,MIT,Mở,An open source template for building cloud agents.,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/vercel-labs/open-agents
268,open-source-mac-os-apps,serhii-londar/open-source-mac-os-apps,49701,CC0-1.0,Khác,🚀 Awesome list of open source applications for macOS. https://t.me/s/opensourcemacosapps,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/serhii-londar/open-source-mac-os-apps
269,continue,continuedev/continue,34986,Apache-2.0,Mở,open-source coding agent,A,Dựng cho CEO,Web-app + license mở (bán lại thoải mái),Vừa,https://github.com/continuedev/continue
270,open-pencil,open-pencil/open-pencil,7055,MIT,Mở,AI-native design editor. Open-source Figma alternative.,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/open-pencil/open-pencil
271,OpenDeepWiki,AIDotNet/OpenDeepWiki,3434,MIT,Mở,"OpenDeepWiki is the open-source version of the DeepWiki project, aiming to provide a powerful knowledge management and collaboration platform. The project is mainly developed using C# and TypeScript, ",A,Dựng cho CEO,Web-app + license mở (bán lại thoải mái),Vừa,https://github.com/AIDotNet/OpenDeepWiki
272,open-multi-agent,open-multi-agent/open-multi-agent,6628,MIT,Mở,"TypeScript AI agent orchestration framework with dynamic workflows. Describe the goal, not the graph: a coordinator plans the task DAG at runtime and runs it on any LLM (Claude, ChatGPT, Gemini, DeepS",C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/open-multi-agent/open-multi-agent
273,openthread,openthread/openthread,3989,BSD-3-Clause,Mở,OpenThread released by Google is an open-source implementation of the Thread networking protocol,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/openthread/openthread
274,OpenHD,OpenHD/OpenHD,2427,GPL-3.0,Copyleft,OpenHD,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/OpenHD/OpenHD
275,OpenUDID,ylechelle/OpenUDID,2083,—,Không rõ,[OpenUDID IS NOW DEPRECATED] Open source initiative for a universal and persistent UDID solution for iOS,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/ylechelle/OpenUDID
276,openwechat,eatmoreapple/openwechat,5478,Apache-2.0,Mở,golang微信SDK,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/eatmoreapple/openwechat
277,OpenLane,The-OpenROAD-Project/OpenLane,1867,Apache-2.0,Mở,"OpenLane is an automated RTL to GDSII flow based on several components including OpenROAD, Yosys, Magic, Netgen and custom methodology scripts for design exploration and optimization.",C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/The-OpenROAD-Project/OpenLane
278,opengpts,langchain-ai/opengpts,6739,MIT,Mở,,C,Không đẩy VPS,Không mô tả / không rõ là ứng dụng,Thấp,https://github.com/langchain-ai/opengpts
279,OpenLiveWriter,OpenLiveWriter/OpenLiveWriter,2522,NOASSERTION,Không rõ,An open source fork of Windows Live Writer,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/OpenLiveWriter/OpenLiveWriter
280,OpenMU,MUnique/OpenMU,1099,MIT,Mở,"This project aims to create an easy to use, extendable and customizable server for a MMORPG called ""MU Online"".",A,Dựng cho CEO,Web-app + license mở (bán lại thoải mái),Vừa,https://github.com/MUnique/OpenMU
281,OpenAgentsControl,darrenhinde/OpenAgentsControl,4606,MIT,Mở,"AI agent framework for plan-first development workflows with approval-based execution. Multi-language support (TypeScript, Python, Go, Rust) with automatic testing, code review, and validation built f",C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/darrenhinde/OpenAgentsControl
282,open-apps,tortuvshin/open-apps,4333,NOASSERTION,Không rõ,"A curated, self-refreshing directory of real open-source application codebases - built for developers who want to learn from production apps and find projects worth contributing to.",C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/tortuvshin/open-apps
283,openshift-ansible,openshift/openshift-ansible,2220,Apache-2.0,Mở,Install and config an OpenShift 3.x cluster,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/openshift/openshift-ansible
284,opentelemetry-go,open-telemetry/opentelemetry-go,6482,Apache-2.0,Mở,OpenTelemetry Go API and SDK,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/open-telemetry/opentelemetry-go
285,openISP,cruxopen/openISP,1461,MIT,Mở,Image Signal Processor,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/cruxopen/openISP
286,opensnitch,evilsocket/opensnitch,13895,GPL-3.0,Copyleft,OpenSnitch is a GNU/Linux interactive application firewall inspired by Little Snitch.,A,Dựng cho CEO,"Web-app + copyleft (per-tenant OK, không giấu mã)",Vừa,https://github.com/evilsocket/opensnitch
287,OpenSK,google/OpenSK,3381,Apache-2.0,Mở,OpenSK is an open-source implementation for security keys written in Rust that supports both FIDO U2F and FIDO2 standards.,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/google/OpenSK
288,openhaystack,seemoo-lab/openhaystack,13155,AGPL-3.0,Copyleft,Build your own 'AirTags' 🏷 today! Framework for tracking personal Bluetooth devices via Apple's massive Find My network.,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/seemoo-lab/openhaystack
289,opentoonz,opentoonz/opentoonz,7434,NOASSERTION,Không rõ,OpenToonz - An open-source full-featured 2D animation creation software,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/opentoonz/opentoonz
290,open_deep_research,langchain-ai/open_deep_research,12059,MIT,Mở,,C,Không đẩy VPS,Không mô tả / không rõ là ứng dụng,Thấp,https://github.com/langchain-ai/open_deep_research
291,openmv,openmv/openmv,2841,—,Không rõ,OpenMV Camera Module,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/openmv/openmv
292,openclaw101,mengjian-github/openclaw101,2955,—,Không rõ,🐾 OpenClaw 101 — 从零开始，7天掌握你的AI私人助理 | 全网资源聚合站,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/mengjian-github/openclaw101
293,opentui,anomalyco/opentui,12618,MIT,Mở,OpenTUI is a library for building terminal user interfaces (TUIs),C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/anomalyco/opentui
294,OpenKB,VectifyAI/OpenKB,3109,Apache-2.0,Mở,OpenKB: Open LLM Knowledge Base,A,Dựng cho CEO,Web-app + license mở (bán lại thoải mái),Vừa,https://github.com/VectifyAI/OpenKB
295,OpenClawChineseTranslation,1186258278/OpenClawChineseTranslation,3803,NOASSERTION,Không rõ,🦞 OpenClaw (Clawdbot/Moltbot) 汉化版 - 开源个人 AI 助手中文版 | Claude/ChatGPT LLM 接入 | WhatsApp/Telegram/Discord 多平台 | 每小时自动同步 | CLI + Dashboard 全中文 | 全流程搭建教程，以及排错指南！,B,Lưu ý license,Web-app nhưng license không rõ — kiểm tay,Thấp,https://github.com/1186258278/OpenClawChineseTranslation
296,apollo,ApolloAuto/apollo,26739,Apache-2.0,Mở,An open autonomous driving platform,A,Dựng cho CEO,Web-app + license mở (bán lại thoải mái),Vừa,https://github.com/ApolloAuto/apollo
297,open_vins,rpng/open_vins,2996,GPL-3.0,Copyleft,An open source platform for visual-inertial navigation research.,A,Dựng cho CEO,"Web-app + copyleft (per-tenant OK, không giấu mã)",Vừa,https://github.com/rpng/open_vins
298,OpenColorIO,AcademySoftwareFoundation/OpenColorIO,2075,BSD-3-Clause,Mở,A color management framework for visual effects and animation.,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/AcademySoftwareFoundation/OpenColorIO
299,OpenInTerminal,Ji4n1ng/OpenInTerminal,6919,MIT,Mở,"✨ Finder Toolbar app for macOS to open the current directory in Terminal, iTerm, Hyper or Alacritty.",A,Dựng cho CEO,Web-app + license mở (bán lại thoải mái),Vừa,https://github.com/Ji4n1ng/OpenInTerminal
300,OpenFermion,quantumlib/OpenFermion,1712,Apache-2.0,Mở,Python package for compiling and analyzing quantum algorithms to simulate electronic structures.,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/quantumlib/OpenFermion
301,opencost,opencost/opencost,6646,Apache-2.0,Mở,Cost monitoring for Kubernetes workloads and cloud costs,A,Dựng cho CEO,Web-app + license mở (bán lại thoải mái),Vừa,https://github.com/opencost/opencost
302,opendevops,opendevops-cn/opendevops,4098,GPL-3.0,Copyleft,CODO是一款为用户提供企业多混合云、全球一站式DevOps、自动化运维、完全开源的云管理平台、自动化运维平台,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/opendevops-cn/opendevops
303,opencompass,open-compass/opencompass,7219,Apache-2.0,Mở,"OpenCompass is an LLM evaluation platform, supporting a wide range of models (Llama3, Mistral, InternLM2,GPT-4,LLaMa2, Qwen,GLM, Claude, etc) over 100+ datasets.",A,Dựng cho CEO,Web-app + license mở (bán lại thoải mái),Vừa,https://github.com/open-compass/opencompass
304,openskills,numman-ali/openskills,10623,NOASSERTION,Không rõ,Universal skills loader for AI coding agents - npm i -g openskills,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/numman-ali/openskills
305,open-falcon,XiaoMi/open-falcon,3019,—,Không rõ,A Distributed and High-Performance Monitoring System,B,Lưu ý license,Web-app nhưng license không rõ — kiểm tay,Thấp,https://github.com/XiaoMi/open-falcon
306,open-seo,every-app/open-seo,5658,MIT,Mở,Open source alternative to Semrush and Ahrefs,A,Dựng cho CEO,Web-app + license mở (bán lại thoải mái),Vừa,https://github.com/every-app/open-seo
307,opentitan,lowRISC/opentitan,3553,Apache-2.0,Mở,OpenTitan: Open source silicon root of trust,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/lowRISC/opentitan
308,openwrt-shadowsocks,shadowsocks/openwrt-shadowsocks,3250,GPL-3.0,Copyleft,Shadowsocks-libev for OpenWrt/LEDE,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/shadowsocks/openwrt-shadowsocks
309,openstatus,openstatusHQ/openstatus,8882,AGPL-3.0,Copyleft,🫖 Status page with uptime monitoring & API monitoring as code   🫖,A,Dựng cho CEO,"Web-app + copyleft (per-tenant OK, không giấu mã)",Vừa,https://github.com/openstatusHQ/openstatus
310,openpgpjs,openpgpjs/openpgpjs,5962,LGPL-3.0,Copyleft,OpenPGP implementation for JavaScript,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/openpgpjs/openpgpjs
311,syncthing,syncthing/syncthing,86691,MPL-2.0,Mở,Open Source Continuous File Synchronization,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/syncthing/syncthing
312,open-project-1,UnityTechnologies/open-project-1,6071,Apache-2.0,Mở,Unity Open Project #1: Chop Chop,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/UnityTechnologies/open-project-1
313,OpenCamera,almalence/OpenCamera,1275,NOASSERTION,Không rõ,Open camera project - multi-functional camera application for android.,B,Lưu ý license,Web-app nhưng license không rõ — kiểm tay,Thấp,https://github.com/almalence/OpenCamera
314,OpenXLSX,troldal/OpenXLSX,1763,BSD-3-Clause,Mở,"A C++ library for reading, writing, creating and modifying Microsoft Excel® (.xlsx) files.",C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/troldal/OpenXLSX
315,OpenWhip,GitFrog1111/OpenWhip,3166,—,Không rõ,,C,Không đẩy VPS,Không mô tả / không rõ là ứng dụng,Thấp,https://github.com/GitFrog1111/OpenWhip
316,Open-LLM-VTuber,Open-LLM-VTuber/Open-LLM-VTuber,12665,NOASSERTION,Không rõ,"Talk to any LLM with hands-free voice interaction, voice interruption, and Live2D taking face running locally across platforms",?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/Open-LLM-VTuber/Open-LLM-VTuber
317,openvpn3,OpenVPN/openvpn3,1164,NOASSERTION,Không rõ,"OpenVPN 3 is a C++ class library that implements the functionality of an OpenVPN client, and is protocol-compatible with the OpenVPN 2.x branch.",C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/OpenVPN/openvpn3
318,OpenNI2,OpenNI/OpenNI2,440,Apache-2.0,Mở,OpenNI2,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/OpenNI/OpenNI2
319,OpenCV2-Python-Tutorials,abidrahmank/OpenCV2-Python-Tutorials,1266,—,Không rõ,This repo contains tutorials on OpenCV-Python library using new cv2 interface,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/abidrahmank/OpenCV2-Python-Tutorials
320,OpenDeepSearch,sentient-agi/OpenDeepSearch,3838,Apache-2.0,Mở,SOTA search powered LLM,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/sentient-agi/OpenDeepSearch
321,openbmc,openbmc/openbmc,2508,NOASSERTION,Không rõ,OpenBMC Distribution,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/openbmc/openbmc
322,OpenCV3-Intro-Book-Src,QianMo/OpenCV3-Intro-Book-Src,1827,—,Không rõ,:blue_book:《OpenCV3编程入门》书本配套源码 |《Introduction to OpenCV3 Programming》Book Source Code,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/QianMo/OpenCV3-Intro-Book-Src
323,docs,github/docs,20501,CC-BY-4.0,Khác,The open-source repo for docs.github.com,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/github/docs
324,opengrok,oracle/opengrok,4892,NOASSERTION,Không rõ,"OpenGrok is a fast and usable source code search and cross reference engine, written in Java",?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/oracle/opengrok
325,OpenShadingLanguage,AcademySoftwareFoundation/OpenShadingLanguage,2314,BSD-3-Clause,Mở,Advanced shading language for production GI renderers,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/AcademySoftwareFoundation/OpenShadingLanguage
326,openchamber,openchamber/openchamber,6651,MIT,Mở,Desktop and web interface for OpenCode AI agent,A,Dựng cho CEO,Web-app + license mở (bán lại thoải mái),Vừa,https://github.com/openchamber/openchamber
327,open-react-template,cruip/open-react-template,4682,—,Không rõ,"A free React / Next.js landing page template designed to showcase open source projects, SaaS products, online services, and more. Made by",C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/cruip/open-react-template
328,golang-open-source-projects,hackstoic/golang-open-source-projects,11539,—,Không rõ,为互联网IT人打造的中文版awesome-go,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/hackstoic/golang-open-source-projects
329,openFPGALoader,trabucayre/openFPGALoader,1684,Apache-2.0,Mở,Universal utility for programming FPGA,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/trabucayre/openFPGALoader
330,OpenBidKit_Yibiao,FB208/OpenBidKit_Yibiao,1999,AGPL-3.0,Copyleft,开箱即用的AI标书编写工具，标书AI生成工具，投标工具箱、知识库、标书查重、废标项检查，完全开源免费，欢迎使用,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/FB208/OpenBidKit_Yibiao
331,openc910,XUANTIE-RV/openc910,1456,Apache-2.0,Mở,OpenXuantie - OpenC910 Core,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/XUANTIE-RV/openc910
332,open-source-android-apps,pcqpcq/open-source-android-apps,10422,MIT,Mở,Open-Source Android Apps,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/pcqpcq/open-source-android-apps
